Query_ID,N_Value,M_Value,Iteration_Number,Success_Probability,Confidence_Threshold,Stopping_Iteration,Stopped
Q0270,2000,1,1,0.0045,0.9,25,No
Q0270,2000,1,2,0.0125,0.9,25,No
Q0270,2000,1,3,0.0243,0.9,25,No
Q0270,2000,1,4,0.04,0.9,25,No
Q0270,2000,1,5,0.0593,0.9,25,No
Q0270,2000,1,6,0.0822,0.9,25,No
Q0270,2000,1,7,0.1084,0.9,25,No
Q0270,2000,1,8,0.1377,0.9,25,No
Q0270,2000,1,9,0.1699,0.9,25,No
Q0270,2000,1,10,0.2048,0.9,25,No
Q0270,2000,1,11,0.242,0.9,25,No
Q0270,2000,1,12,0.2813,0.9,25,No
Q0270,2000,1,13,0.3224,0.9,25,No
Q0270,2000,1,14,0.3648,0.9,25,No
Q0270,2000,1,15,0.4084,0.9,25,No
Q0270,2000,1,16,0.4526,0.9,25,No
Q0270,2000,1,17,0.4973,0.9,25,No
Q0270,2000,1,18,0.542,0.9,25,No
Q0270,2000,1,19,0.5863,0.9,25,No
Q0270,2000,1,20,0.63,0.9,25,No
Q0270,2000,1,21,0.6726,0.9,25,No
Q0270,2000,1,22,0.7138,0.9,25,No
Q0270,2000,1,23,0.7533,0.9,25,No
Q0270,2000,1,24,0.7908,0.9,25,No
Q0270,2000,1,25,0.826,0.9,25,Yes
Q0271,2000,2,1,0.009,0.9,20,No
Q0271,2000,2,2,0.0248,0.9,20,No
Q0271,2000,2,3,0.0482,0.9,20,No
Q0271,2000,2,4,0.0789,0.9,20,No
Q0271,2000,2,5,0.1162,0.9,20,No
Q0271,2000,2,6,0.1597,0.9,20,No
Q0271,2000,2,7,0.2087,0.9,20,No
Q0271,2000,2,8,0.2623,0.9,20,No
Q0271,2000,2,9,0.3197,0.9,20,No
Q0271,2000,2,10,0.38,0.9,20,No
Q0271,2000,2,11,0.4422,0.9,20,No
Q0271,2000,2,12,0.5053,0.9,20,No
Q0271,2000,2,13,0.5683,0.9,20,No
Q0271,2000,2,14,0.6303,0.9,20,No
Q0271,2000,2,15,0.6902,0.9,20,No
Q0271,2000,2,16,0.747,0.9,20,No
Q0271,2000,2,17,0.7999,0.9,20,No
Q0271,2000,2,18,0.848,0.9,20,No
Q0271,2000,2,19,0.8905,0.9,20,No
Q0271,2000,2,20,0.9268,0.9,20,Yes
Q0272,2000,18,1,0.0791,0.9,7,No
Q0272,2000,18,2,0.2092,0.9,7,No
Q0272,2000,18,3,0.3808,0.9,7,No
Q0272,2000,18,4,0.5695,0.9,7,No
Q0272,2000,18,5,0.7482,0.9,7,No
Q0272,2000,18,6,0.8915,0.9,7,No
Q0272,2000,18,7,0.9789,0.9,7,Yes
Q0273,2000,1,1,0.0045,0.9,25,No
Q0273,2000,1,2,0.0125,0.9,25,No
Q0273,2000,1,3,0.0243,0.9,25,No
Q0273,2000,1,4,0.04,0.9,25,No
Q0273,2000,1,5,0.0593,0.9,25,No
Q0273,2000,1,6,0.0822,0.9,25,No
Q0273,2000,1,7,0.1084,0.9,25,No
Q0273,2000,1,8,0.1377,0.9,25,No
Q0273,2000,1,9,0.1699,0.9,25,No
Q0273,2000,1,10,0.2048,0.9,25,No
Q0273,2000,1,11,0.242,0.9,25,No
Q0273,2000,1,12,0.2813,0.9,25,No
Q0273,2000,1,13,0.3224,0.9,25,No
Q0273,2000,1,14,0.3648,0.9,25,No
Q0273,2000,1,15,0.4084,0.9,25,No
Q0273,2000,1,16,0.4526,0.9,25,No
Q0273,2000,1,17,0.4973,0.9,25,No
Q0273,2000,1,18,0.542,0.9,25,No
Q0273,2000,1,19,0.5863,0.9,25,No
Q0273,2000,1,20,0.63,0.9,25,No
Q0273,2000,1,21,0.6726,0.9,25,No
Q0273,2000,1,22,0.7138,0.9,25,No
Q0273,2000,1,23,0.7533,0.9,25,No
Q0273,2000,1,24,0.7908,0.9,25,No
Q0273,2000,1,25,0.826,0.9,25,Yes
Q0274,2000,11,1,0.0488,0.9,8,No
Q0274,2000,11,2,0.1315,0.9,8,No
Q0274,2000,11,3,0.2466,0.9,8,No
Q0274,2000,11,4,0.3837,0.9,8,No
Q0274,2000,11,5,0.5311,0.9,8,No
Q0274,2000,11,6,0.6758,0.9,8,No
Q0274,2000,11,7,0.805,0.9,8,No
Q0274,2000,11,8,0.9076,0.9,8,Yes
Q0275,2000,1,1,0.0045,0.9,25,No
Q0275,2000,1,2,0.0125,0.9,25,No
Q0275,2000,1,3,0.0243,0.9,25,No
Q0275,2000,1,4,0.04,0.9,25,No
Q0275,2000,1,5,0.0593,0.9,25,No
Q0275,2000,1,6,0.0822,0.9,25,No
Q0275,2000,1,7,0.1084,0.9,25,No
Q0275,2000,1,8,0.1377,0.9,25,No
Q0275,2000,1,9,0.1699,0.9,25,No
Q0275,2000,1,10,0.2048,0.9,25,No
Q0275,2000,1,11,0.242,0.9,25,No
Q0275,2000,1,12,0.2813,0.9,25,No
Q0275,2000,1,13,0.3224,0.9,25,No
Q0275,2000,1,14,0.3648,0.9,25,No
Q0275,2000,1,15,0.4084,0.9,25,No
Q0275,2000,1,16,0.4526,0.9,25,No
Q0275,2000,1,17,0.4973,0.9,25,No
Q0275,2000,1,18,0.542,0.9,25,No
Q0275,2000,1,19,0.5863,0.9,25,No
Q0275,2000,1,20,0.63,0.9,25,No
Q0275,2000,1,21,0.6726,0.9,25,No
Q0275,2000,1,22,0.7138,0.9,25,No
Q0275,2000,1,23,0.7533,0.9,25,No
Q0275,2000,1,24,0.7908,0.9,25,No
Q0275,2000,1,25,0.826,0.9,25,Yes
Q0276,2000,1,1,0.0045,0.9,25,No
Q0276,2000,1,2,0.0125,0.9,25,No
Q0276,2000,1,3,0.0243,0.9,25,No
Q0276,2000,1,4,0.04,0.9,25,No
Q0276,2000,1,5,0.0593,0.9,25,No
Q0276,2000,1,6,0.0822,0.9,25,No
Q0276,2000,1,7,0.1084,0.9,25,No
Q0276,2000,1,8,0.1377,0.9,25,No
Q0276,2000,1,9,0.1699,0.9,25,No
Q0276,2000,1,10,0.2048,0.9,25,No
Q0276,2000,1,11,0.242,0.9,25,No
Q0276,2000,1,12,0.2813,0.9,25,No
Q0276,2000,1,13,0.3224,0.9,25,No
Q0276,2000,1,14,0.3648,0.9,25,No
Q0276,2000,1,15,0.4084,0.9,25,No
Q0276,2000,1,16,0.4526,0.9,25,No
Q0276,2000,1,17,0.4973,0.9,25,No
Q0276,2000,1,18,0.542,0.9,25,No
Q0276,2000,1,19,0.5863,0.9,25,No
Q0276,2000,1,20,0.63,0.9,25,No
Q0276,2000,1,21,0.6726,0.9,25,No
Q0276,2000,1,22,0.7138,0.9,25,No
Q0276,2000,1,23,0.7533,0.9,25,No
Q0276,2000,1,24,0.7908,0.9,25,No
Q0276,2000,1,25,0.826,0.9,25,Yes
Q0277,2000,2,1,0.009,0.9,20,No
Q0277,2000,2,2,0.0248,0.9,20,No
Q0277,2000,2,3,0.0482,0.9,20,No
Q0277,2000,2,4,0.0789,0.9,20,No
Q0277,2000,2,5,0.1162,0.9,20,No
Q0277,2000,2,6,0.1597,0.9,20,No
Q0277,2000,2,7,0.2087,0.9,20,No
Q0277,2000,2,8,0.2623,0.9,20,No
Q0277,2000,2,9,0.3197,0.9,20,No
Q0277,2000,2,10,0.38,0.9,20,No
Q0277,2000,2,11,0.4422,0.9,20,No
Q0277,2000,2,12,0.5053,0.9,20,No
Q0277,2000,2,13,0.5683,0.9,20,No
Q0277,2000,2,14,0.6303,0.9,20,No
Q0277,2000,2,15,0.6902,0.9,20,No
Q0277,2000,2,16,0.747,0.9,20,No
Q0277,2000,2,17,0.7999,0.9,20,No
Q0277,2000,2,18,0.848,0.9,20,No
Q0277,2000,2,19,0.8905,0.9,20,No
Q0277,2000,2,20,0.9268,0.9,20,Yes
Q0278,2000,25,1,0.1088,0.9,6,No
Q0278,2000,25,2,0.2823,0.9,6,No
Q0278,2000,25,3,0.4989,0.9,6,No
Q0278,2000,25,4,0.7156,0.9,6,No
Q0278,2000,25,5,0.8898,0.9,6,No
Q0278,2000,25,6,0.987,0.9,6,Yes
Q0279,2000,5,1,0.0224,0.9,12,No
Q0279,2000,5,2,0.0613,0.9,12,No
Q0279,2000,5,3,0.1177,0.9,12,No
Q0279,2000,5,4,0.1893,0.9,12,No
Q0279,2000,5,5,0.2734,0.9,12,No
Q0279,2000,5,6,0.3665,0.9,12,No
Q0279,2000,5,7,0.4649,0.9,12,No
Q0279,2000,5,8,0.5648,0.9,12,No
Q0279,2000,5,9,0.662,0.9,12,No
Q0279,2000,5,10,0.7528,0.9,12,No
Q0279,2000,5,11,0.8335,0.9,12,No
Q0279,2000,5,12,0.9009,0.9,12,Yes
Q0280,2000,2,1,0.009,0.9,20,No
Q0280,2000,2,2,0.0248,0.9,20,No
Q0280,2000,2,3,0.0482,0.9,20,No
Q0280,2000,2,4,0.0789,0.9,20,No
Q0280,2000,2,5,0.1162,0.9,20,No
Q0280,2000,2,6,0.1597,0.9,20,No
Q0280,2000,2,7,0.2087,0.9,20,No
Q0280,2000,2,8,0.2623,0.9,20,No
Q0280,2000,2,9,0.3197,0.9,20,No
Q0280,2000,2,10,0.38,0.9,20,No
Q0280,2000,2,11,0.4422,0.9,20,No
Q0280,2000,2,12,0.5053,0.9,20,No
Q0280,2000,2,13,0.5683,0.9,20,No
Q0280,2000,2,14,0.6303,0.9,20,No
Q0280,2000,2,15,0.6902,0.9,20,No
Q0280,2000,2,16,0.747,0.9,20,No
Q0280,2000,2,17,0.7999,0.9,20,No
Q0280,2000,2,18,0.848,0.9,20,No
Q0280,2000,2,19,0.8905,0.9,20,No
Q0280,2000,2,20,0.9268,0.9,20,Yes
Q0281,2000,2,1,0.009,0.9,20,No
Q0281,2000,2,2,0.0248,0.9,20,No
Q0281,2000,2,3,0.0482,0.9,20,No
Q0281,2000,2,4,0.0789,0.9,20,No
Q0281,2000,2,5,0.1162,0.9,20,No
Q0281,2000,2,6,0.1597,0.9,20,No
Q0281,2000,2,7,0.2087,0.9,20,No
Q0281,2000,2,8,0.2623,0.9,20,No
Q0281,2000,2,9,0.3197,0.9,20,No
Q0281,2000,2,10,0.38,0.9,20,No
Q0281,2000,2,11,0.4422,0.9,20,No
Q0281,2000,2,12,0.5053,0.9,20,No
Q0281,2000,2,13,0.5683,0.9,20,No
Q0281,2000,2,14,0.6303,0.9,20,No
Q0281,2000,2,15,0.6902,0.9,20,No
Q0281,2000,2,16,0.747,0.9,20,No
Q0281,2000,2,17,0.7999,0.9,20,No
Q0281,2000,2,18,0.848,0.9,20,No
Q0281,2000,2,19,0.8905,0.9,20,No
Q0281,2000,2,20,0.9268,0.9,20,Yes
Q0282,2000,2,1,0.009,0.9,20,No
Q0282,2000,2,2,0.0248,0.9,20,No
Q0282,2000,2,3,0.0482,0.9,20,No
Q0282,2000,2,4,0.0789,0.9,20,No
Q0282,2000,2,5,0.1162,0.9,20,No
Q0282,2000,2,6,0.1597,0.9,20,No
Q0282,2000,2,7,0.2087,0.9,20,No
Q0282,2000,2,8,0.2623,0.9,20,No
Q0282,2000,2,9,0.3197,0.9,20,No
Q0282,2000,2,10,0.38,0.9,20,No
Q0282,2000,2,11,0.4422,0.9,20,No
Q0282,2000,2,12,0.5053,0.9,20,No
Q0282,2000,2,13,0.5683,0.9,20,No
Q0282,2000,2,14,0.6303,0.9,20,No
Q0282,2000,2,15,0.6902,0.9,20,No
Q0282,2000,2,16,0.747,0.9,20,No
Q0282,2000,2,17,0.7999,0.9,20,No
Q0282,2000,2,18,0.848,0.9,20,No
Q0282,2000,2,19,0.8905,0.9,20,No
Q0282,2000,2,20,0.9268,0.9,20,Yes
Q0283,2000,15,1,0.0662,0.9,7,No
Q0283,2000,15,2,0.1765,0.9,7,No
Q0283,2000,15,3,0.3253,0.9,7,No
Q0283,2000,15,4,0.495,0.9,7,No
Q0283,2000,15,5,0.6653,0.9,7,No
Q0283,2000,15,6,0.8158,0.9,7,No
Q0283,2000,15,7,0.9288,0.9,7,Yes
Q0284,2000,42,1,0.1786,0.9,4,No
Q0284,2000,42,2,0.4419,0.9,4,No
Q0284,2000,42,3,0.7243,0.9,4,No
Q0284,2000,42,4,0.9329,0.9,4,Yes
Q0285,2000,26,1,0.113,0.9,5,No
Q0285,2000,26,2,0.2924,0.9,5,No
Q0285,2000,26,3,0.5145,0.9,5,No
Q0285,2000,26,4,0.7335,0.9,5,No
Q0285,2000,26,5,0.9047,0.9,5,Yes
Q0286,2000,21,1,0.0919,0.9,6,No
Q0286,2000,21,2,0.2411,0.9,6,No
Q0286,2000,21,3,0.4333,0.9,6,No
Q0286,2000,21,4,0.6367,0.9,6,No
Q0286,2000,21,5,0.8173,0.9,6,No
Q0286,2000,21,6,0.9452,0.9,6,Yes
Q0287,2000,22,1,0.0961,0.9,6,No
Q0287,2000,22,2,0.2515,0.9,6,No
Q0287,2000,22,3,0.4502,0.9,6,No
Q0287,2000,22,4,0.6575,0.9,6,No
Q0287,2000,22,5,0.8375,0.9,6,No
Q0287,2000,22,6,0.9586,0.9,6,Yes
Q0288,2000,23,1,0.1004,0.9,6,No
Q0288,2000,23,2,0.2619,0.9,6,No
Q0288,2000,23,3,0.4667,0.9,6,No
Q0288,2000,23,4,0.6776,0.9,6,No
Q0288,2000,23,5,0.8562,0.9,6,No
Q0288,2000,23,6,0.97,0.9,6,Yes
Q0289,2000,18,1,0.0791,0.9,7,No
Q0289,2000,18,2,0.2092,0.9,7,No
Q0289,2000,18,3,0.3808,0.9,7,No
Q0289,2000,18,4,0.5695,0.9,7,No
Q0289,2000,18,5,0.7482,0.9,7,No
Q0289,2000,18,6,0.8915,0.9,7,No
Q0289,2000,18,7,0.9789,0.9,7,Yes
Q0290,2000,50,1,0.2103,0.9,4,No
Q0290,2000,50,2,0.5085,0.9,4,No
Q0290,2000,50,3,0.8034,0.9,4,No
Q0290,2000,50,4,0.98,0.9,4,Yes
Q0291,2000,41,1,0.1746,0.9,4,No
Q0291,2000,41,2,0.4332,0.9,4,No
Q0291,2000,41,3,0.7132,0.9,4,No
Q0291,2000,41,4,0.9248,0.9,4,Yes
Q0292,2000,28,1,0.1213,0.9,5,No
Q0292,2000,28,2,0.3123,0.9,5,No
Q0292,2000,28,3,0.5447,0.9,5,No
Q0292,2000,28,4,0.7673,0.9,5,No
Q0292,2000,28,5,0.9308,0.9,5,Yes
Q0293,2000,30,1,0.1297,0.9,5,No
Q0293,2000,30,2,0.3319,0.9,5,No
Q0293,2000,30,3,0.5738,0.9,5,No
Q0293,2000,30,4,0.7983,0.9,5,No
Q0293,2000,30,5,0.9523,0.9,5,Yes
Q0294,2000,39,1,0.1665,0.9,4,No
Q0294,2000,39,2,0.4155,0.9,4,No
Q0294,2000,39,3,0.6904,0.9,4,No
Q0294,2000,39,4,0.907,0.9,4,Yes
Q0295,2000,8,1,0.0356,0.9,10,No
Q0295,2000,8,2,0.0968,0.9,10,No
Q0295,2000,8,3,0.1838,0.9,10,No
Q0295,2000,8,4,0.2908,0.9,10,No
Q0295,2000,8,5,0.4112,0.9,10,No
Q0295,2000,8,6,0.5373,0.9,10,No
Q0295,2000,8,7,0.661,0.9,10,No
Q0295,2000,8,8,0.7744,0.9,10,No
Q0295,2000,8,9,0.8704,0.9,10,No
Q0295,2000,8,10,0.9427,0.9,10,Yes
Q0296,2000,22,1,0.0961,0.9,6,No
Q0296,2000,22,2,0.2515,0.9,6,No
Q0296,2000,22,3,0.4502,0.9,6,No
Q0296,2000,22,4,0.6575,0.9,6,No
Q0296,2000,22,5,0.8375,0.9,6,No
Q0296,2000,22,6,0.9586,0.9,6,Yes
Q0297,2000,12,1,0.0531,0.9,8,No
Q0297,2000,12,2,0.1429,0.9,8,No
Q0297,2000,12,3,0.2668,0.9,8,No
Q0297,2000,12,4,0.4129,0.9,8,No
Q0297,2000,12,5,0.5673,0.9,8,No
Q0297,2000,12,6,0.7153,0.9,8,No
Q0297,2000,12,7,0.8428,0.9,8,No
Q0297,2000,12,8,0.9375,0.9,8,Yes
Q0298,2000,16,1,0.0705,0.9,7,No
Q0298,2000,16,2,0.1875,0.9,7,No
Q0298,2000,16,3,0.3442,0.9,7,No
Q0298,2000,16,4,0.5207,0.9,7,No
Q0298,2000,16,5,0.6945,0.9,7,No
Q0298,2000,16,6,0.8437,0.9,7,No
Q0298,2000,16,7,0.9492,0.9,7,Yes
Q0299,2000,6,1,0.0268,0.9,11,No
Q0299,2000,6,2,0.0732,0.9,11,No
Q0299,2000,6,3,0.1401,0.9,11,No
Q0299,2000,6,4,0.2241,0.9,11,No
Q0299,2000,6,5,0.3214,0.9,11,No
Q0299,2000,6,6,0.4273,0.9,11,No
Q0299,2000,6,7,0.5366,0.9,11,No
Q0299,2000,6,8,0.6441,0.9,11,No
Q0299,2000,6,9,0.7448,0.9,11,No
Q0299,2000,6,10,0.8337,0.9,11,No
Q0299,2000,6,11,0.9067,0.9,11,Yes
Q0300,2000,8,1,0.0356,0.9,10,No
Q0300,2000,8,2,0.0968,0.9,10,No
Q0300,2000,8,3,0.1838,0.9,10,No
Q0300,2000,8,4,0.2908,0.9,10,No
Q0300,2000,8,5,0.4112,0.9,10,No
Q0300,2000,8,6,0.5373,0.9,10,No
Q0300,2000,8,7,0.661,0.9,10,No
Q0300,2000,8,8,0.7744,0.9,10,No
Q0300,2000,8,9,0.8704,0.9,10,No
Q0300,2000,8,10,0.9427,0.9,10,Yes
Q0301,2000,29,1,0.1255,0.9,5,No
Q0301,2000,29,2,0.3221,0.9,5,No
Q0301,2000,29,3,0.5594,0.9,5,No
Q0301,2000,29,4,0.7831,0.9,5,No
Q0301,2000,29,5,0.9421,0.9,5,Yes
Q0302,2000,28,1,0.1213,0.9,5,No
Q0302,2000,28,2,0.3123,0.9,5,No
Q0302,2000,28,3,0.5447,0.9,5,No
Q0302,2000,28,4,0.7673,0.9,5,No
Q0302,2000,28,5,0.9308,0.9,5,Yes
Q0303,2000,27,1,0.1172,0.9,5,No
Q0303,2000,27,2,0.3024,0.9,5,No
Q0303,2000,27,3,0.5298,0.9,5,No
Q0303,2000,27,4,0.7508,0.9,5,No
Q0303,2000,27,5,0.9183,0.9,5,Yes
Q0304,2000,24,1,0.1046,0.9,6,No
Q0304,2000,24,2,0.2722,0.9,6,No
Q0304,2000,24,3,0.483,0.9,6,No
Q0304,2000,24,4,0.697,0.9,6,No
Q0304,2000,24,5,0.8737,0.9,6,No
Q0304,2000,24,6,0.9794,0.9,6,Yes
Q0305,2000,29,1,0.1255,0.9,5,No
Q0305,2000,29,2,0.3221,0.9,5,No
Q0305,2000,29,3,0.5594,0.9,5,No
Q0305,2000,29,4,0.7831,0.9,5,No
Q0305,2000,29,5,0.9421,0.9,5,Yes
Q0306,2000,4,1,0.0179,0.9,14,No
Q0306,2000,4,2,0.0492,0.9,14,No
Q0306,2000,4,3,0.0949,0.9,14,No
Q0306,2000,4,4,0.1535,0.9,14,No
Q0306,2000,4,5,0.2232,0.9,14,No
Q0306,2000,4,6,0.3018,0.9,14,No
Q0306,2000,4,7,0.3866,0.9,14,No
Q0306,2000,4,8,0.4751,0.9,14,No
Q0306,2000,4,9,0.5644,0.9,14,No
Q0306,2000,4,10,0.6516,0.9,14,No
Q0306,2000,4,11,0.734,0.9,14,No
Q0306,2000,4,12,0.8089,0.9,14,No
Q0306,2000,4,13,0.874,0.9,14,No
Q0306,2000,4,14,0.9271,0.9,14,Yes
Q0307,2000,4,1,0.0179,0.9,14,No
Q0307,2000,4,2,0.0492,0.9,14,No
Q0307,2000,4,3,0.0949,0.9,14,No
Q0307,2000,4,4,0.1535,0.9,14,No
Q0307,2000,4,5,0.2232,0.9,14,No
Q0307,2000,4,6,0.3018,0.9,14,No
Q0307,2000,4,7,0.3866,0.9,14,No
Q0307,2000,4,8,0.4751,0.9,14,No
Q0307,2000,4,9,0.5644,0.9,14,No
Q0307,2000,4,10,0.6516,0.9,14,No
Q0307,2000,4,11,0.734,0.9,14,No
Q0307,2000,4,12,0.8089,0.9,14,No
Q0307,2000,4,13,0.874,0.9,14,No
Q0307,2000,4,14,0.9271,0.9,14,Yes
Q0308,2000,5,1,0.0224,0.9,12,No
Q0308,2000,5,2,0.0613,0.9,12,No
Q0308,2000,5,3,0.1177,0.9,12,No
Q0308,2000,5,4,0.1893,0.9,12,No
Q0308,2000,5,5,0.2734,0.9,12,No
Q0308,2000,5,6,0.3665,0.9,12,No
Q0308,2000,5,7,0.4649,0.9,12,No
Q0308,2000,5,8,0.5648,0.9,12,No
Q0308,2000,5,9,0.662,0.9,12,No
Q0308,2000,5,10,0.7528,0.9,12,No
Q0308,2000,5,11,0.8335,0.9,12,No
Q0308,2000,5,12,0.9009,0.9,12,Yes
Q0309,2000,3,1,0.0134,0.9,16,No
Q0309,2000,3,2,0.0371,0.9,16,No
Q0309,2000,3,3,0.0718,0.9,16,No
Q0309,2000,3,4,0.1167,0.9,16,No
Q0309,2000,3,5,0.1709,0.9,16,No
Q0309,2000,3,6,0.2329,0.9,16,No
Q0309,2000,3,7,0.3013,0.9,16,No
Q0309,2000,3,8,0.3745,0.9,16,No
Q0309,2000,3,9,0.4507,0.9,16,No
Q0309,2000,3,10,0.5281,0.9,16,No
Q0309,2000,3,11,0.6048,0.9,16,No
Q0309,2000,3,12,0.679,0.9,16,No
Q0309,2000,3,13,0.7489,0.9,16,No
Q0309,2000,3,14,0.8129,0.9,16,No
Q0309,2000,3,15,0.8693,0.9,16,No
Q0309,2000,3,16,0.9169,0.9,16,Yes
Q0310,2000,50,1,0.2103,0.9,4,No
Q0310,2000,50,2,0.5085,0.9,4,No
Q0310,2000,50,3,0.8034,0.9,4,No
Q0310,2000,50,4,0.98,0.9,4,Yes
Q0311,2000,50,1,0.2103,0.9,4,No
Q0311,2000,50,2,0.5085,0.9,4,No
Q0311,2000,50,3,0.8034,0.9,4,No
Q0311,2000,50,4,0.98,0.9,4,Yes
Q0312,2000,50,1,0.2103,0.9,4,No
Q0312,2000,50,2,0.5085,0.9,4,No
Q0312,2000,50,3,0.8034,0.9,4,No
Q0312,2000,50,4,0.98,0.9,4,Yes
Q0313,2000,50,1,0.2103,0.9,4,No
Q0313,2000,50,2,0.5085,0.9,4,No
Q0313,2000,50,3,0.8034,0.9,4,No
Q0313,2000,50,4,0.98,0.9,4,Yes
Q0314,2000,50,1,0.2103,0.9,4,No
Q0314,2000,50,2,0.5085,0.9,4,No
Q0314,2000,50,3,0.8034,0.9,4,No
Q0314,2000,50,4,0.98,0.9,4,Yes
Q0315,2000,50,1,0.2103,0.9,4,No
Q0315,2000,50,2,0.5085,0.9,4,No
Q0315,2000,50,3,0.8034,0.9,4,No
Q0315,2000,50,4,0.98,0.9,4,Yes
Q0316,2000,43,1,0.1826,0.9,4,No
Q0316,2000,43,2,0.4505,0.9,4,No
Q0316,2000,43,3,0.7351,0.9,4,No
Q0316,2000,43,4,0.9405,0.9,4,Yes
Q0317,2000,38,1,0.1624,0.9,5,No
Q0317,2000,38,2,0.4066,0.9,5,No
Q0317,2000,38,3,0.6785,0.9,5,No
Q0317,2000,38,4,0.8973,0.9,5,No
Q0317,2000,38,5,0.9975,0.9,5,Yes
Q0318,2000,40,1,0.1705,0.9,4,No
Q0318,2000,40,2,0.4244,0.9,4,No
Q0318,2000,40,3,0.7019,0.9,4,No
Q0318,2000,40,4,0.9162,0.9,4,Yes
Q0319,2000,45,1,0.1905,0.9,4,No
Q0319,2000,45,2,0.4675,0.9,4,No
Q0319,2000,45,3,0.7558,0.9,4,No
Q0319,2000,45,4,0.9542,0.9,4,Yes
Q0320,2000,42,1,0.1786,0.9,4,No
Q0320,2000,42,2,0.4419,0.9,4,No
Q0320,2000,42,3,0.7243,0.9,4,No
Q0320,2000,42,4,0.9329,0.9,4,Yes
Q0321,2000,8,1,0.0356,0.9,10,No
Q0321,2000,8,2,0.0968,0.9,10,No
Q0321,2000,8,3,0.1838,0.9,10,No
Q0321,2000,8,4,0.2908,0.9,10,No
Q0321,2000,8,5,0.4112,0.9,10,No
Q0321,2000,8,6,0.5373,0.9,10,No
Q0321,2000,8,7,0.661,0.9,10,No
Q0321,2000,8,8,0.7744,0.9,10,No
Q0321,2000,8,9,0.8704,0.9,10,No
Q0321,2000,8,10,0.9427,0.9,10,Yes
Q0322,2000,12,1,0.0531,0.9,8,No
Q0322,2000,12,2,0.1429,0.9,8,No
Q0322,2000,12,3,0.2668,0.9,8,No
Q0322,2000,12,4,0.4129,0.9,8,No
Q0322,2000,12,5,0.5673,0.9,8,No
Q0322,2000,12,6,0.7153,0.9,8,No
Q0322,2000,12,7,0.8428,0.9,8,No
Q0322,2000,12,8,0.9375,0.9,8,Yes
Q0323,2000,14,1,0.0618,0.9,7,No
Q0323,2000,14,2,0.1654,0.9,7,No
Q0323,2000,14,3,0.3062,0.9,7,No
Q0323,2000,14,4,0.4685,0.9,7,No
Q0323,2000,14,5,0.6343,0.9,7,No
Q0323,2000,14,6,0.7852,0.9,7,No
Q0323,2000,14,7,0.9044,0.9,7,Yes
Q0324,2000,1,1,0.0045,0.9,25,No
Q0324,2000,1,2,0.0125,0.9,25,No
Q0324,2000,1,3,0.0243,0.9,25,No
Q0324,2000,1,4,0.04,0.9,25,No
Q0324,2000,1,5,0.0593,0.9,25,No
Q0324,2000,1,6,0.0822,0.9,25,No
Q0324,2000,1,7,0.1084,0.9,25,No
Q0324,2000,1,8,0.1377,0.9,25,No
Q0324,2000,1,9,0.1699,0.9,25,No
Q0324,2000,1,10,0.2048,0.9,25,No
Q0324,2000,1,11,0.242,0.9,25,No
Q0324,2000,1,12,0.2813,0.9,25,No
Q0324,2000,1,13,0.3224,0.9,25,No
Q0324,2000,1,14,0.3648,0.9,25,No
Q0324,2000,1,15,0.4084,0.9,25,No
Q0324,2000,1,16,0.4526,0.9,25,No
Q0324,2000,1,17,0.4973,0.9,25,No
Q0324,2000,1,18,0.542,0.9,25,No
Q0324,2000,1,19,0.5863,0.9,25,No
Q0324,2000,1,20,0.63,0.9,25,No
Q0324,2000,1,21,0.6726,0.9,25,No
Q0324,2000,1,22,0.7138,0.9,25,No
Q0324,2000,1,23,0.7533,0.9,25,No
Q0324,2000,1,24,0.7908,0.9,25,No
Q0324,2000,1,25,0.826,0.9,25,Yes
Q0325,2000,1,1,0.0045,0.9,25,No
Q0325,2000,1,2,0.0125,0.9,25,No
Q0325,2000,1,3,0.0243,0.9,25,No
Q0325,2000,1,4,0.04,0.9,25,No
Q0325,2000,1,5,0.0593,0.9,25,No
Q0325,2000,1,6,0.0822,0.9,25,No
Q0325,2000,1,7,0.1084,0.9,25,No
Q0325,2000,1,8,0.1377,0.9,25,No
Q0325,2000,1,9,0.1699,0.9,25,No
Q0325,2000,1,10,0.2048,0.9,25,No
Q0325,2000,1,11,0.242,0.9,25,No
Q0325,2000,1,12,0.2813,0.9,25,No
Q0325,2000,1,13,0.3224,0.9,25,No
Q0325,2000,1,14,0.3648,0.9,25,No
Q0325,2000,1,15,0.4084,0.9,25,No
Q0325,2000,1,16,0.4526,0.9,25,No
Q0325,2000,1,17,0.4973,0.9,25,No
Q0325,2000,1,18,0.542,0.9,25,No
Q0325,2000,1,19,0.5863,0.9,25,No
Q0325,2000,1,20,0.63,0.9,25,No
Q0325,2000,1,21,0.6726,0.9,25,No
Q0325,2000,1,22,0.7138,0.9,25,No
Q0325,2000,1,23,0.7533,0.9,25,No
Q0325,2000,1,24,0.7908,0.9,25,No
Q0325,2000,1,25,0.826,0.9,25,Yes
Q0326,2000,1,1,0.0045,0.9,25,No
Q0326,2000,1,2,0.0125,0.9,25,No
Q0326,2000,1,3,0.0243,0.9,25,No
Q0326,2000,1,4,0.04,0.9,25,No
Q0326,2000,1,5,0.0593,0.9,25,No
Q0326,2000,1,6,0.0822,0.9,25,No
