Query_ID,N_Value,M_Value,Iteration_Number,Success_Probability,Confidence_Threshold,Stopping_Iteration,Stopped
Q0252,1000,1,15,0.6902,0.9,20,No
Q0252,1000,1,16,0.747,0.9,20,No
Q0252,1000,1,17,0.7999,0.9,20,No
Q0252,1000,1,18,0.848,0.9,20,No
Q0252,1000,1,19,0.8905,0.9,20,No
Q0252,1000,1,20,0.9268,0.9,20,Yes
Q0253,1000,46,1,0.3648,0.9,3,No
Q0253,1000,46,2,0.7785,0.9,3,No
Q0253,1000,46,3,0.9967,0.9,3,Yes
Q0254,1000,50,1,0.392,0.9,3,No
Q0254,1000,50,2,0.8161,0.9,3,No
Q0254,1000,50,3,0.9999,0.9,3,Yes
Q0255,1000,50,1,0.392,0.9,3,No
Q0255,1000,50,2,0.8161,0.9,3,No
Q0255,1000,50,3,0.9999,0.9,3,Yes
Q0256,1000,50,1,0.392,0.9,3,No
Q0256,1000,50,2,0.8161,0.9,3,No
Q0256,1000,50,3,0.9999,0.9,3,Yes
Q0257,1000,16,1,0.1379,0.9,5,No
Q0257,1000,16,2,0.3511,0.9,5,No
Q0257,1000,16,3,0.6017,0.9,5,No
Q0257,1000,16,4,0.8267,0.9,5,No
Q0257,1000,16,5,0.9695,0.9,5,Yes
Q0258,1000,29,1,0.2412,0.9,4,No
Q0258,1000,29,2,0.57,0.9,4,No
Q0258,1000,29,3,0.8673,0.9,4,No
Q0258,1000,29,4,0.9991,0.9,4,Yes
Q0259,1000,1,1,0.009,0.9,20,No
Q0259,1000,1,2,0.0248,0.9,20,No
Q0259,1000,1,3,0.0482,0.9,20,No
Q0259,1000,1,4,0.0789,0.9,20,No
Q0259,1000,1,5,0.1162,0.9,20,No
Q0259,1000,1,6,0.1597,0.9,20,No
Q0259,1000,1,7,0.2087,0.9,20,No
Q0259,1000,1,8,0.2623,0.9,20,No
Q0259,1000,1,9,0.3197,0.9,20,No
Q0259,1000,1,10,0.38,0.9,20,No
Q0259,1000,1,11,0.4422,0.9,20,No
Q0259,1000,1,12,0.5053,0.9,20,No
Q0259,1000,1,13,0.5683,0.9,20,No
Q0259,1000,1,14,0.6303,0.9,20,No
Q0259,1000,1,15,0.6902,0.9,20,No
Q0259,1000,1,16,0.747,0.9,20,No
Q0259,1000,1,17,0.7999,0.9,20,No
Q0259,1000,1,18,0.848,0.9,20,No
Q0259,1000,1,19,0.8905,0.9,20,No
Q0259,1000,1,20,0.9268,0.9,20,Yes
Q0260,1000,1,1,0.009,0.9,20,No
Q0260,1000,1,2,0.0248,0.9,20,No
Q0260,1000,1,3,0.0482,0.9,20,No
Q0260,1000,1,4,0.0789,0.9,20,No
Q0260,1000,1,5,0.1162,0.9,20,No
Q0260,1000,1,6,0.1597,0.9,20,No
Q0260,1000,1,7,0.2087,0.9,20,No
Q0260,1000,1,8,0.2623,0.9,20,No
Q0260,1000,1,9,0.3197,0.9,20,No
Q0260,1000,1,10,0.38,0.9,20,No
Q0260,1000,1,11,0.4422,0.9,20,No
Q0260,1000,1,12,0.5053,0.9,20,No
Q0260,1000,1,13,0.5683,0.9,20,No
Q0260,1000,1,14,0.6303,0.9,20,No
Q0260,1000,1,15,0.6902,0.9,20,No
Q0260,1000,1,16,0.747,0.9,20,No
Q0260,1000,1,17,0.7999,0.9,20,No
Q0260,1000,1,18,0.848,0.9,20,No
Q0260,1000,1,19,0.8905,0.9,20,No
Q0260,1000,1,20,0.9268,0.9,20,Yes
Q0261,1000,1,1,0.009,0.9,20,No
Q0261,1000,1,2,0.0248,0.9,20,No
Q0261,1000,1,3,0.0482,0.9,20,No
Q0261,1000,1,4,0.0789,0.9,20,No
Q0261,1000,1,5,0.1162,0.9,20,No
Q0261,1000,1,6,0.1597,0.9,20,No
Q0261,1000,1,7,0.2087,0.9,20,No
Q0261,1000,1,8,0.2623,0.9,20,No
Q0261,1000,1,9,0.3197,0.9,20,No
Q0261,1000,1,10,0.38,0.9,20,No
Q0261,1000,1,11,0.4422,0.9,20,No
Q0261,1000,1,12,0.5053,0.9,20,No
Q0261,1000,1,13,0.5683,0.9,20,No
Q0261,1000,1,14,0.6303,0.9,20,No
Q0261,1000,1,15,0.6902,0.9,20,No
Q0261,1000,1,16,0.747,0.9,20,No
Q0261,1000,1,17,0.7999,0.9,20,No
Q0261,1000,1,18,0.848,0.9,20,No
Q0261,1000,1,19,0.8905,0.9,20,No
Q0261,1000,1,20,0.9268,0.9,20,Yes
Q0262,1000,1,1,0.009,0.9,20,No
Q0262,1000,1,2,0.0248,0.9,20,No
Q0262,1000,1,3,0.0482,0.9,20,No
Q0262,1000,1,4,0.0789,0.9,20,No
Q0262,1000,1,5,0.1162,0.9,20,No
Q0262,1000,1,6,0.1597,0.9,20,No
Q0262,1000,1,7,0.2087,0.9,20,No
Q0262,1000,1,8,0.2623,0.9,20,No
Q0262,1000,1,9,0.3197,0.9,20,No
Q0262,1000,1,10,0.38,0.9,20,No
Q0262,1000,1,11,0.4422,0.9,20,No
Q0262,1000,1,12,0.5053,0.9,20,No
Q0262,1000,1,13,0.5683,0.9,20,No
Q0262,1000,1,14,0.6303,0.9,20,No
Q0262,1000,1,15,0.6902,0.9,20,No
Q0262,1000,1,16,0.747,0.9,20,No
Q0262,1000,1,17,0.7999,0.9,20,No
Q0262,1000,1,18,0.848,0.9,20,No
Q0262,1000,1,19,0.8905,0.9,20,No
Q0262,1000,1,20,0.9268,0.9,20,Yes
Q0263,1000,1,1,0.009,0.9,20,No
Q0263,1000,1,2,0.0248,0.9,20,No
Q0263,1000,1,3,0.0482,0.9,20,No
Q0263,1000,1,4,0.0789,0.9,20,No
Q0263,1000,1,5,0.1162,0.9,20,No
Q0263,1000,1,6,0.1597,0.9,20,No
Q0263,1000,1,7,0.2087,0.9,20,No
Q0263,1000,1,8,0.2623,0.9,20,No
Q0263,1000,1,9,0.3197,0.9,20,No
Q0263,1000,1,10,0.38,0.9,20,No
Q0263,1000,1,11,0.4422,0.9,20,No
Q0263,1000,1,12,0.5053,0.9,20,No
Q0263,1000,1,13,0.5683,0.9,20,No
Q0263,1000,1,14,0.6303,0.9,20,No
Q0263,1000,1,15,0.6902,0.9,20,No
Q0263,1000,1,16,0.747,0.9,20,No
Q0263,1000,1,17,0.7999,0.9,20,No
Q0263,1000,1,18,0.848,0.9,20,No
Q0263,1000,1,19,0.8905,0.9,20,No
Q0263,1000,1,20,0.9268,0.9,20,Yes
Q0264,1000,1,1,0.009,0.9,20,No
Q0264,1000,1,2,0.0248,0.9,20,No
Q0264,1000,1,3,0.0482,0.9,20,No
Q0264,1000,1,4,0.0789,0.9,20,No
Q0264,1000,1,5,0.1162,0.9,20,No
Q0264,1000,1,6,0.1597,0.9,20,No
Q0264,1000,1,7,0.2087,0.9,20,No
Q0264,1000,1,8,0.2623,0.9,20,No
Q0264,1000,1,9,0.3197,0.9,20,No
Q0264,1000,1,10,0.38,0.9,20,No
Q0264,1000,1,11,0.4422,0.9,20,No
Q0264,1000,1,12,0.5053,0.9,20,No
Q0264,1000,1,13,0.5683,0.9,20,No
Q0264,1000,1,14,0.6303,0.9,20,No
Q0264,1000,1,15,0.6902,0.9,20,No
Q0264,1000,1,16,0.747,0.9,20,No
Q0264,1000,1,17,0.7999,0.9,20,No
Q0264,1000,1,18,0.848,0.9,20,No
Q0264,1000,1,19,0.8905,0.9,20,No
Q0264,1000,1,20,0.9268,0.9,20,Yes
Q0265,1000,1,1,0.009,0.9,20,No
Q0265,1000,1,2,0.0248,0.9,20,No
Q0265,1000,1,3,0.0482,0.9,20,No
Q0265,1000,1,4,0.0789,0.9,20,No
Q0265,1000,1,5,0.1162,0.9,20,No
Q0265,1000,1,6,0.1597,0.9,20,No
Q0265,1000,1,7,0.2087,0.9,20,No
Q0265,1000,1,8,0.2623,0.9,20,No
Q0265,1000,1,9,0.3197,0.9,20,No
Q0265,1000,1,10,0.38,0.9,20,No
Q0265,1000,1,11,0.4422,0.9,20,No
Q0265,1000,1,12,0.5053,0.9,20,No
Q0265,1000,1,13,0.5683,0.9,20,No
Q0265,1000,1,14,0.6303,0.9,20,No
Q0265,1000,1,15,0.6902,0.9,20,No
Q0265,1000,1,16,0.747,0.9,20,No
Q0265,1000,1,17,0.7999,0.9,20,No
Q0265,1000,1,18,0.848,0.9,20,No
Q0265,1000,1,19,0.8905,0.9,20,No
Q0265,1000,1,20,0.9268,0.9,20,Yes
Q0266,1000,8,1,0.0705,0.9,7,No
Q0266,1000,8,2,0.1875,0.9,7,No
Q0266,1000,8,3,0.3442,0.9,7,No
Q0266,1000,8,4,0.5207,0.9,7,No
Q0266,1000,8,5,0.6945,0.9,7,No
Q0266,1000,8,6,0.8437,0.9,7,No
Q0266,1000,8,7,0.9492,0.9,7,Yes
Q0267,1000,1,1,0.009,0.9,20,No
Q0267,1000,1,2,0.0248,0.9,20,No
Q0267,1000,1,3,0.0482,0.9,20,No
Q0267,1000,1,4,0.0789,0.9,20,No
Q0267,1000,1,5,0.1162,0.9,20,No
Q0267,1000,1,6,0.1597,0.9,20,No
Q0267,1000,1,7,0.2087,0.9,20,No
Q0267,1000,1,8,0.2623,0.9,20,No
Q0267,1000,1,9,0.3197,0.9,20,No
Q0267,1000,1,10,0.38,0.9,20,No
Q0267,1000,1,11,0.4422,0.9,20,No
Q0267,1000,1,12,0.5053,0.9,20,No
Q0267,1000,1,13,0.5683,0.9,20,No
Q0267,1000,1,14,0.6303,0.9,20,No
Q0267,1000,1,15,0.6902,0.9,20,No
Q0267,1000,1,16,0.747,0.9,20,No
Q0267,1000,1,17,0.7999,0.9,20,No
Q0267,1000,1,18,0.848,0.9,20,No
Q0267,1000,1,19,0.8905,0.9,20,No
Q0267,1000,1,20,0.9268,0.9,20,Yes
Q0268,1000,2,1,0.0179,0.9,14,No
Q0268,1000,2,2,0.0492,0.9,14,No
Q0268,1000,2,3,0.0949,0.9,14,No
Q0268,1000,2,4,0.1535,0.9,14,No
Q0268,1000,2,5,0.2232,0.9,14,No
Q0268,1000,2,6,0.3018,0.9,14,No
Q0268,1000,2,7,0.3866,0.9,14,No
Q0268,1000,2,8,0.4751,0.9,14,No
Q0268,1000,2,9,0.5644,0.9,14,No
Q0268,1000,2,10,0.6516,0.9,14,No
Q0268,1000,2,11,0.734,0.9,14,No
Q0268,1000,2,12,0.8089,0.9,14,No
Q0268,1000,2,13,0.874,0.9,14,No
Q0268,1000,2,14,0.9271,0.9,14,Yes
Q0269,1000,1,1,0.009,0.9,20,No
Q0269,1000,1,2,0.0248,0.9,20,No
Q0269,1000,1,3,0.0482,0.9,20,No
Q0269,1000,1,4,0.0789,0.9,20,No
Q0269,1000,1,5,0.1162,0.9,20,No
Q0269,1000,1,6,0.1597,0.9,20,No
Q0269,1000,1,7,0.2087,0.9,20,No
Q0269,1000,1,8,0.2623,0.9,20,No
Q0269,1000,1,9,0.3197,0.9,20,No
Q0269,1000,1,10,0.38,0.9,20,No
Q0269,1000,1,11,0.4422,0.9,20,No
Q0269,1000,1,12,0.5053,0.9,20,No
Q0269,1000,1,13,0.5683,0.9,20,No
Q0269,1000,1,14,0.6303,0.9,20,No
Q0269,1000,1,15,0.6902,0.9,20,No
Q0269,1000,1,16,0.747,0.9,20,No
Q0269,1000,1,17,0.7999,0.9,20,No
Q0269,1000,1,18,0.848,0.9,20,No
Q0269,1000,1,19,0.8905,0.9,20,No
Q0269,1000,1,20,0.9268,0.9,20,Yes
Q0270,1000,1,1,0.009,0.9,20,No
Q0270,1000,1,2,0.0248,0.9,20,No
Q0270,1000,1,3,0.0482,0.9,20,No
Q0270,1000,1,4,0.0789,0.9,20,No
Q0270,1000,1,5,0.1162,0.9,20,No
Q0270,1000,1,6,0.1597,0.9,20,No
Q0270,1000,1,7,0.2087,0.9,20,No
Q0270,1000,1,8,0.2623,0.9,20,No
Q0270,1000,1,9,0.3197,0.9,20,No
Q0270,1000,1,10,0.38,0.9,20,No
Q0270,1000,1,11,0.4422,0.9,20,No
Q0270,1000,1,12,0.5053,0.9,20,No
Q0270,1000,1,13,0.5683,0.9,20,No
Q0270,1000,1,14,0.6303,0.9,20,No
Q0270,1000,1,15,0.6902,0.9,20,No
Q0270,1000,1,16,0.747,0.9,20,No
Q0270,1000,1,17,0.7999,0.9,20,No
Q0270,1000,1,18,0.848,0.9,20,No
Q0270,1000,1,19,0.8905,0.9,20,No
Q0270,1000,1,20,0.9268,0.9,20,Yes
Q0271,1000,2,1,0.0179,0.9,14,No
Q0271,1000,2,2,0.0492,0.9,14,No
Q0271,1000,2,3,0.0949,0.9,14,No
Q0271,1000,2,4,0.1535,0.9,14,No
Q0271,1000,2,5,0.2232,0.9,14,No
Q0271,1000,2,6,0.3018,0.9,14,No
Q0271,1000,2,7,0.3866,0.9,14,No
Q0271,1000,2,8,0.4751,0.9,14,No
Q0271,1000,2,9,0.5644,0.9,14,No
Q0271,1000,2,10,0.6516,0.9,14,No
Q0271,1000,2,11,0.734,0.9,14,No
Q0271,1000,2,12,0.8089,0.9,14,No
Q0271,1000,2,13,0.874,0.9,14,No
Q0271,1000,2,14,0.9271,0.9,14,Yes
Q0272,1000,18,1,0.1543,0.9,5,No
Q0272,1000,18,2,0.3884,0.9,5,No
Q0272,1000,18,3,0.654,0.9,5,No
Q0272,1000,18,4,0.8761,0.9,5,No
Q0272,1000,18,5,0.9918,0.9,5,Yes
Q0273,1000,1,1,0.009,0.9,20,No
Q0273,1000,1,2,0.0248,0.9,20,No
Q0273,1000,1,3,0.0482,0.9,20,No
Q0273,1000,1,4,0.0789,0.9,20,No
Q0273,1000,1,5,0.1162,0.9,20,No
Q0273,1000,1,6,0.1597,0.9,20,No
Q0273,1000,1,7,0.2087,0.9,20,No
Q0273,1000,1,8,0.2623,0.9,20,No
Q0273,1000,1,9,0.3197,0.9,20,No
Q0273,1000,1,10,0.38,0.9,20,No
Q0273,1000,1,11,0.4422,0.9,20,No
Q0273,1000,1,12,0.5053,0.9,20,No
Q0273,1000,1,13,0.5683,0.9,20,No
Q0273,1000,1,14,0.6303,0.9,20,No
Q0273,1000,1,15,0.6902,0.9,20,No
Q0273,1000,1,16,0.747,0.9,20,No
Q0273,1000,1,17,0.7999,0.9,20,No
Q0273,1000,1,18,0.848,0.9,20,No
Q0273,1000,1,19,0.8905,0.9,20,No
Q0273,1000,1,20,0.9268,0.9,20,Yes
Q0274,1000,11,1,0.0961,0.9,6,No
Q0274,1000,11,2,0.2515,0.9,6,No
Q0274,1000,11,3,0.4502,0.9,6,No
Q0274,1000,11,4,0.6575,0.9,6,No
Q0274,1000,11,5,0.8375,0.9,6,No
Q0274,1000,11,6,0.9586,0.9,6,Yes
Q0275,1000,1,1,0.009,0.9,20,No
Q0275,1000,1,2,0.0248,0.9,20,No
Q0275,1000,1,3,0.0482,0.9,20,No
Q0275,1000,1,4,0.0789,0.9,20,No
Q0275,1000,1,5,0.1162,0.9,20,No
Q0275,1000,1,6,0.1597,0.9,20,No
Q0275,1000,1,7,0.2087,0.9,20,No
Q0275,1000,1,8,0.2623,0.9,20,No
Q0275,1000,1,9,0.3197,0.9,20,No
Q0275,1000,1,10,0.38,0.9,20,No
Q0275,1000,1,11,0.4422,0.9,20,No
Q0275,1000,1,12,0.5053,0.9,20,No
Q0275,1000,1,13,0.5683,0.9,20,No
Q0275,1000,1,14,0.6303,0.9,20,No
Q0275,1000,1,15,0.6902,0.9,20,No
Q0275,1000,1,16,0.747,0.9,20,No
Q0275,1000,1,17,0.7999,0.9,20,No
Q0275,1000,1,18,0.848,0.9,20,No
Q0275,1000,1,19,0.8905,0.9,20,No
Q0275,1000,1,20,0.9268,0.9,20,Yes
Q0276,1000,1,1,0.009,0.9,20,No
Q0276,1000,1,2,0.0248,0.9,20,No
Q0276,1000,1,3,0.0482,0.9,20,No
Q0276,1000,1,4,0.0789,0.9,20,No
Q0276,1000,1,5,0.1162,0.9,20,No
Q0276,1000,1,6,0.1597,0.9,20,No
Q0276,1000,1,7,0.2087,0.9,20,No
Q0276,1000,1,8,0.2623,0.9,20,No
Q0276,1000,1,9,0.3197,0.9,20,No
Q0276,1000,1,10,0.38,0.9,20,No
Q0276,1000,1,11,0.4422,0.9,20,No
Q0276,1000,1,12,0.5053,0.9,20,No
Q0276,1000,1,13,0.5683,0.9,20,No
Q0276,1000,1,14,0.6303,0.9,20,No
Q0276,1000,1,15,0.6902,0.9,20,No
Q0276,1000,1,16,0.747,0.9,20,No
Q0276,1000,1,17,0.7999,0.9,20,No
Q0276,1000,1,18,0.848,0.9,20,No
Q0276,1000,1,19,0.8905,0.9,20,No
Q0276,1000,1,20,0.9268,0.9,20,Yes
Q0277,1000,2,1,0.0179,0.9,14,No
Q0277,1000,2,2,0.0492,0.9,14,No
Q0277,1000,2,3,0.0949,0.9,14,No
Q0277,1000,2,4,0.1535,0.9,14,No
Q0277,1000,2,5,0.2232,0.9,14,No
Q0277,1000,2,6,0.3018,0.9,14,No
Q0277,1000,2,7,0.3866,0.9,14,No
Q0277,1000,2,8,0.4751,0.9,14,No
Q0277,1000,2,9,0.5644,0.9,14,No
Q0277,1000,2,10,0.6516,0.9,14,No
Q0277,1000,2,11,0.734,0.9,14,No
Q0277,1000,2,12,0.8089,0.9,14,No
Q0277,1000,2,13,0.874,0.9,14,No
Q0277,1000,2,14,0.9271,0.9,14,Yes
Q0278,1000,25,1,0.2103,0.9,4,No
Q0278,1000,25,2,0.5085,0.9,4,No
Q0278,1000,25,3,0.8034,0.9,4,No
Q0278,1000,25,4,0.98,0.9,4,Yes
Q0279,1000,5,1,0.0444,0.9,9,No
Q0279,1000,5,2,0.1201,0.9,9,No
Q0279,1000,5,3,0.226,0.9,9,No
Q0279,1000,5,4,0.3537,0.9,9,No
Q0279,1000,5,5,0.4931,0.9,9,No
Q0279,1000,5,6,0.633,0.9,9,No
Q0279,1000,5,7,0.7623,0.9,9,No
Q0279,1000,5,8,0.8708,0.9,9,No
Q0279,1000,5,9,0.9497,0.9,9,Yes
Q0280,1000,2,1,0.0179,0.9,14,No
Q0280,1000,2,2,0.0492,0.9,14,No
Q0280,1000,2,3,0.0949,0.9,14,No
Q0280,1000,2,4,0.1535,0.9,14,No
Q0280,1000,2,5,0.2232,0.9,14,No
Q0280,1000,2,6,0.3018,0.9,14,No
Q0280,1000,2,7,0.3866,0.9,14,No
Q0280,1000,2,8,0.4751,0.9,14,No
Q0280,1000,2,9,0.5644,0.9,14,No
Q0280,1000,2,10,0.6516,0.9,14,No
Q0280,1000,2,11,0.734,0.9,14,No
Q0280,1000,2,12,0.8089,0.9,14,No
Q0280,1000,2,13,0.874,0.9,14,No
Q0280,1000,2,14,0.9271,0.9,14,Yes
Q0281,1000,2,1,0.0179,0.9,14,No
Q0281,1000,2,2,0.0492,0.9,14,No
Q0281,1000,2,3,0.0949,0.9,14,No
Q0281,1000,2,4,0.1535,0.9,14,No
Q0281,1000,2,5,0.2232,0.9,14,No
Q0281,1000,2,6,0.3018,0.9,14,No
Q0281,1000,2,7,0.3866,0.9,14,No
Q0281,1000,2,8,0.4751,0.9,14,No
Q0281,1000,2,9,0.5644,0.9,14,No
Q0281,1000,2,10,0.6516,0.9,14,No
Q0281,1000,2,11,0.734,0.9,14,No
Q0281,1000,2,12,0.8089,0.9,14,No
Q0281,1000,2,13,0.874,0.9,14,No
Q0281,1000,2,14,0.9271,0.9,14,Yes
Q0282,1000,2,1,0.0179,0.9,14,No
Q0282,1000,2,2,0.0492,0.9,14,No
Q0282,1000,2,3,0.0949,0.9,14,No
Q0282,1000,2,4,0.1535,0.9,14,No
Q0282,1000,2,5,0.2232,0.9,14,No
Q0282,1000,2,6,0.3018,0.9,14,No
Q0282,1000,2,7,0.3866,0.9,14,No
Q0282,1000,2,8,0.4751,0.9,14,No
Q0282,1000,2,9,0.5644,0.9,14,No
Q0282,1000,2,10,0.6516,0.9,14,No
Q0282,1000,2,11,0.734,0.9,14,No
Q0282,1000,2,12,0.8089,0.9,14,No
Q0282,1000,2,13,0.874,0.9,14,No
Q0282,1000,2,14,0.9271,0.9,14,Yes
Q0283,1000,15,1,0.1297,0.9,5,No
Q0283,1000,15,2,0.3319,0.9,5,No
Q0283,1000,15,3,0.5738,0.9,5,No
Q0283,1000,15,4,0.7983,0.9,5,No
Q0283,1000,15,5,0.9523,0.9,5,Yes
Q0284,1000,42,1,0.3368,0.9,3,No
Q0284,1000,42,2,0.7367,0.9,3,No
Q0284,1000,42,3,0.9842,0.9,3,Yes
Q0285,1000,26,1,0.2181,0.9,4,No
Q0285,1000,26,2,0.5244,0.9,4,No
Q0285,1000,26,3,0.8208,0.9,4,No
Q0285,1000,26,4,0.9872,0.9,4,Yes
Q0286,1000,21,1,0.1786,0.9,4,No
Q0286,1000,21,2,0.4419,0.9,4,No
Q0286,1000,21,3,0.7243,0.9,4,No
Q0286,1000,21,4,0.9329,0.9,4,Yes
Q0287,1000,22,1,0.1866,0.9,4,No
Q0287,1000,22,2,0.459,0.9,4,No
Q0287,1000,22,3,0.7456,0.9,4,No
Q0287,1000,22,4,0.9476,0.9,4,Yes
Q0288,1000,23,1,0.1945,0.9,4,No
Q0288,1000,23,2,0.4758,0.9,4,No
Q0288,1000,23,3,0.7659,0.9,4,No
Q0288,1000,23,4,0.9603,0.9,4,Yes
Q0289,1000,18,1,0.1543,0.9,5,No
Q0289,1000,18,2,0.3884,0.9,5,No
Q0289,1000,18,3,0.654,0.9,5,No
Q0289,1000,18,4,0.8761,0.9,5,No
Q0289,1000,18,5,0.9918,0.9,5,Yes
Q0290,1000,50,1,0.392,0.9,3,No
Q0290,1000,50,2,0.8161,0.9,3,No
Q0290,1000,50,3,0.9999,0.9,3,Yes
Q0291,1000,41,1,0.3298,0.9,3,No
Q0291,1000,41,2,0.7256,0.9,3,No
Q0291,1000,41,3,0.9795,0.9,3,Yes
Q0292,1000,28,1,0.2335,0.9,4,No
Q0292,1000,28,2,0.5551,0.9,4,No
Q0292,1000,28,3,0.8527,0.9,4,No
Q0292,1000,28,4,0.9967,0.9,4,Yes
Q0293,1000,30,1,0.2488,0.9,4,No
Q0293,1000,30,2,0.5846,0.9,4,No
Q0293,1000,30,3,0.881,0.9,4,No
Q0293,1000,30,4,1.0,0.9,4,Yes
Q0294,1000,39,1,0.3154,0.9,3,No
Q0294,1000,39,2,0.7026,0.9,3,No
Q0294,1000,39,3,0.9682,0.9,3,Yes
Q0295,1000,8,1,0.0705,0.9,7,No
Q0295,1000,8,2,0.1875,0.9,7,No
Q0295,1000,8,3,0.3442,0.9,7,No
Q0295,1000,8,4,0.5207,0.9,7,No
Q0295,1000,8,5,0.6945,0.9,7,No
Q0295,1000,8,6,0.8437,0.9,7,No
Q0295,1000,8,7,0.9492,0.9,7,Yes
Q0296,1000,22,1,0.1866,0.9,4,No
Q0296,1000,22,2,0.459,0.9,4,No
Q0296,1000,22,3,0.7456,0.9,4,No
Q0296,1000,22,4,0.9476,0.9,4,Yes
Q0297,1000,12,1,0.1046,0.9,6,No
Q0297,1000,12,2,0.2722,0.9,6,No
Q0297,1000,12,3,0.483,0.9,6,No
Q0297,1000,12,4,0.697,0.9,6,No
Q0297,1000,12,5,0.8737,0.9,6,No
Q0297,1000,12,6,0.9794,0.9,6,Yes
Q0298,1000,16,1,0.1379,0.9,5,No
Q0298,1000,16,2,0.3511,0.9,5,No
Q0298,1000,16,3,0.6017,0.9,5,No
Q0298,1000,16,4,0.8267,0.9,5,No
Q0298,1000,16,5,0.9695,0.9,5,Yes
Q0299,1000,6,1,0.0531,0.9,8,No
Q0299,1000,6,2,0.1429,0.9,8,No
Q0299,1000,6,3,0.2668,0.9,8,No
Q0299,1000,6,4,0.4129,0.9,8,No
Q0299,1000,6,5,0.5673,0.9,8,No
Q0299,1000,6,6,0.7153,0.9,8,No
Q0299,1000,6,7,0.8428,0.9,8,No
Q0299,1000,6,8,0.9375,0.9,8,Yes
Q0300,1000,8,1,0.0705,0.9,7,No
Q0300,1000,8,2,0.1875,0.9,7,No
Q0300,1000,8,3,0.3442,0.9,7,No
Q0300,1000,8,4,0.5207,0.9,7,No
Q0300,1000,8,5,0.6945,0.9,7,No
Q0300,1000,8,6,0.8437,0.9,7,No
Q0300,1000,8,7,0.9492,0.9,7,Yes
Q0301,1000,29,1,0.2412,0.9,4,No
Q0301,1000,29,2,0.57,0.9,4,No
Q0301,1000,29,3,0.8673,0.9,4,No
Q0301,1000,29,4,0.9991,0.9,4,Yes
Q0302,1000,28,1,0.2335,0.9,4,No
Q0302,1000,28,2,0.5551,0.9,4,No
Q0302,1000,28,3,0.8527,0.9,4,No
Q0302,1000,28,4,0.9967,0.9,4,Yes
Q0303,1000,27,1,0.2258,0.9,4,No
Q0303,1000,27,2,0.5399,0.9,4,No
Q0303,1000,27,3,0.8372,0.9,4,No
Q0303,1000,27,4,0.9928,0.9,4,Yes
Q0304,1000,24,1,0.2024,0.9,4,No
Q0304,1000,24,2,0.4923,0.9,4,No
Q0304,1000,24,3,0.7851,0.9,4,No
Q0304,1000,24,4,0.9711,0.9,4,Yes
Q0305,1000,29,1,0.2412,0.9,4,No
Q0305,1000,29,2,0.57,0.9,4,No
Q0305,1000,29,3,0.8673,0.9,4,No
Q0305,1000,29,4,0.9991,0.9,4,Yes
Q0306,1000,4,1,0.0356,0.9,10,No
Q0306,1000,4,2,0.0968,0.9,10,No
Q0306,1000,4,3,0.1838,0.9,10,No
Q0306,1000,4,4,0.2908,0.9,10,No
Q0306,1000,4,5,0.4112,0.9,10,No
Q0306,1000,4,6,0.5373,0.9,10,No
Q0306,1000,4,7,0.661,0.9,10,No
Q0306,1000,4,8,0.7744,0.9,10,No
Q0306,1000,4,9,0.8704,0.9,10,No
Q0306,1000,4,10,0.9427,0.9,10,Yes
Q0307,1000,4,1,0.0356,0.9,10,No
Q0307,1000,4,2,0.0968,0.9,10,No
Q0307,1000,4,3,0.1838,0.9,10,No
Q0307,1000,4,4,0.2908,0.9,10,No
Q0307,1000,4,5,0.4112,0.9,10,No
Q0307,1000,4,6,0.5373,0.9,10,No
Q0307,1000,4,7,0.661,0.9,10,No
Q0307,1000,4,8,0.7744,0.9,10,No
Q0307,1000,4,9,0.8704,0.9,10,No
Q0307,1000,4,10,0.9427,0.9,10,Yes
Q0308,1000,5,1,0.0444,0.9,9,No
Q0308,1000,5,2,0.1201,0.9,9,No
Q0308,1000,5,3,0.226,0.9,9,No
Q0308,1000,5,4,0.3537,0.9,9,No
Q0308,1000,5,5,0.4931,0.9,9,No
Q0308,1000,5,6,0.633,0.9,9,No
Q0308,1000,5,7,0.7623,0.9,9,No
Q0308,1000,5,8,0.8708,0.9,9,No
Q0308,1000,5,9,0.9497,0.9,9,Yes
Q0309,1000,3,1,0.0268,0.9,11,No
Q0309,1000,3,2,0.0732,0.9,11,No
Q0309,1000,3,3,0.1401,0.9,11,No
Q0309,1000,3,4,0.2241,0.9,11,No
Q0309,1000,3,5,0.3214,0.9,11,No
Q0309,1000,3,6,0.4273,0.9,11,No
Q0309,1000,3,7,0.5366,0.9,11,No
Q0309,1000,3,8,0.6441,0.9,11,No
Q0309,1000,3,9,0.7448,0.9,11,No
Q0309,1000,3,10,0.8337,0.9,11,No
Q0309,1000,3,11,0.9067,0.9,11,Yes
Q0310,1000,50,1,0.392,0.9,3,No
Q0310,1000,50,2,0.8161,0.9,3,No
Q0310,1000,50,3,0.9999,0.9,3,Yes
Q0311,1000,50,1,0.392,0.9,3,No
Q0311,1000,50,2,0.8161,0.9,3,No
Q0311,1000,50,3,0.9999,0.9,3,Yes
Q0312,1000,50,1,0.392,0.9,3,No
Q0312,1000,50,2,0.8161,0.9,3,No
Q0312,1000,50,3,0.9999,0.9,3,Yes
Q0313,1000,50,1,0.392,0.9,3,No
Q0313,1000,50,2,0.8161,0.9,3,No
